query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,ios_software_update,0.13431611192633805,3,0.4548964073585809,0.17570721359013355,0.17570721359013355,0.4548964073585809,0.75,support resource link,False,False,0.6914,0.95,"exact problem match (app:freezes, screen:frozen)",['calls'],False,"['app:freezes', 'screen:frozen']",False,True,"intent agreement + entity overlap (calls) + problem: exact problem match (app:freezes, screen:frozen) + ACCEPTED: grounded evidence",apple_003279,ios_software_update,True,"anyone else having major issues with the new iOS update? Calls don’t work, apps crashing or freezing, phone randomly restarting @AppleSupport",@470351 We'd like to help. Please DM us which iOS device you are using to get started. https://t.co/GDrqU22YpT,1
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,ios_software_update,0.13431611192633805,4,0.4450144168827933,0.24646868262350746,0.24646868262350746,0.4450144168827933,0.85,troubleshooting guidance + support resource link + DM redirection,True,False,0.5991,0.95,"exact problem match (app:freezes, screen:frozen)",[],False,"['app:freezes', 'screen:frozen']",False,True,"intent agreement + problem: exact problem match (app:freezes, screen:frozen) + ACCEPTED: grounded evidence",apple_008137,ios_software_update,True,"Upgraded to IOS 11.0.3 and my phone has been crashing &amp; apps keep freezing ever since. Fun, fun, NOT! @AppleSupport",@565118 We'd like to help! How long ago was the update installed? Join us in DM for more space to discuss what you're experiencing. https://t.co/GDrqU2kzhr,2
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_software_update,ios_software_update,0.13431611192633805,5,0.4420702669120744,0.1693145977518771,0.1693145977518771,0.4420702669120744,0.68,link provided,False,False,0.6828,0.95,"exact problem match (app:freezes, screen:frozen)",['calls'],False,"['app:freezes', 'screen:frozen']",False,True,"intent agreement + entity overlap (calls) + problem: exact problem match (app:freezes, screen:frozen) + ACCEPTED: grounded evidence",apple_017305,ios_software_update,True,What the is up with the iOS 11.1 update? My apps keep freezing and I missed 3 important calls yesterday &amp; VMs came in today @AppleSupport,@596388 We want to make sure your iPhone is working properly. Let's continue chatting via DM so we can take a closer look. https://t.co/GDrqU22YpT,2
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,0.27406217742651756,1,0.43246362573222424,0.2451915873602097,0.2451915873602097,0.43246362573222424,0.93,troubleshooting guidance + link provided,True,False,0.5543,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_027663,wifi_connectivity,True,"@AppleSupport Also, ""Open"" would opening it using the default application whis is not the application I wanted to be the default. Catch22 because nannying","@571653 Have you checked your security settings and tried changing those? If not, reach out to us via DM and we can take a look. https://t.co/GDrqU22YpT",1
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,0.27406217742651756,2,0.36061826667541913,0.1012525054752258,0.1012525054752258,0.36061826667541913,0.85,troubleshooting guidance,True,False,0.5103,0.5,intent alignment without specific issue keywords,[],False,[],False,False,intent agreement + problem: intent alignment without specific issue keywords + rejected: below threshold,apple_012300,wifi_connectivity,True,@AppleSupport I'm on 11.2 (15C5107a) and it does it on other wifi connections and data,"@742183 Let's look into this together. To get started, how long have you been experiencing this? Does this happen every time you do a search? Does restarting resolve the issue?",1
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,0.27406217742651756,3,0.3585101978421335,0.11349737856906363,0.11349737856906363,0.3585101978421335,0.8,diagnostic questions,True,False,0.5084,0.5,intent alignment without specific issue keywords,[],False,[],False,False,intent agreement + problem: intent alignment without specific issue keywords + rejected: below threshold,apple_021804,wifi_connectivity,True,@AppleSupport iPhone SE and yes i have on 2 different wifi connections,@194216 We'll be happy to assist. What device are you seeing this on? Have you tried multiple internet connections?,1
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,0.27406217742651756,4,0.3513839402767527,0.1015927729008865,0.1015927729008865,0.3513839402767527,0.8,diagnostic questions,True,False,0.5054,0.5,intent alignment without specific issue keywords,[],False,[],False,False,intent agreement + problem: intent alignment without specific issue keywords + rejected: below threshold,apple_049091,wifi_connectivity,True,@AppleSupport It just says failed to send.,@119044 We'd like to look into what's going on with your MMS. What happens when you try to send? Do you get an error?,1
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,0.27406217742651756,5,0.3494172730926174,0.10909239572750772,0.10909239572750772,0.3494172730926174,0.75,support resource link,False,False,0.5023,0.5,intent alignment without specific issue keywords,[],False,[],False,False,intent agreement + problem: intent alignment without specific issue keywords + rejected: below threshold,apple_044252,wifi_connectivity,True,@AppleSupport hi! With the last update my phone can’t find my habitual wifi connections. Please help. https://t.co/vN7X7w6KBG,@264968 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,1
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,0.1752446499339718,1,0.4527966758892483,0.17546299310211852,0.17546299310211852,0.4527966758892483,0.93,troubleshooting guidance + link provided,True,False,0.6469,0.7,intent and entity alignment (camera),['camera'],False,['camera'],False,True,intent agreement + entity overlap (camera) + problem: intent and entity alignment (camera) + ACCEPTED: grounded evidence,apple_033022,apple_id_icloud,True,hey @115858 i just lost all the photos on my phone and i’m kinda freaking out please help,@624604 We want to make sure you get your photos back. Please reach out to our Photos team here: https://t.co/IBIY3vMgPj,1
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,0.1752446499339718,2,0.42765380861591906,0.09115623730692489,0.09115623730692489,0.42765380861591906,1.0,troubleshooting guidance + support resource link,True,False,0.6328,0.7,intent and entity alignment (camera),['camera'],False,['camera'],False,True,intent agreement + entity overlap (camera) + problem: intent and entity alignment (camera) + ACCEPTED: grounded evidence,apple_012711,apple_id_icloud,True,"@AppleSupport Yeah, did these steps...still not backing up the photos. Only 900MB of data has gone up to iCloud. But there is over 5GB of photos.","@139186 Being able to do a backup of photos to iCloud is one of the best ways to ensure your important photos stay safe, yet accessible everywhere. We'll be happy to help you.

If you haven't already, look over this link, and follow the steps provided: https://t.co/8YUslsnsM5",1
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,0.1752446499339718,3,0.4158496459962256,0.2015347908373385,0.2015347908373385,0.4158496459962256,0.6,substantive response,False,False,0.6204,0.7,intent and entity alignment (camera),['camera'],False,['camera'],False,True,intent agreement + entity overlap (camera) + problem: intent and entity alignment (camera) + ACCEPTED: grounded evidence,apple_062252,apple_id_icloud,True,@AppleSupport I have restarted it again - now i have lost all my photos,"@658940 We'd love to look into this with you and help get to the bottom of any issues you're experiencing with Photos. Are all photos blurry, or only new ones? Is iCloud Photo Library enabled? So you're aware, Live Photos are compatible with iPhone 6S.",2
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,0.1752446499339718,4,0.4152658530141239,0.07825442161478391,0.07825442161478391,0.4152658530141239,0.75,support resource link,False,False,0.6696,0.7,intent and entity alignment (camera),['camera'],False,['camera'],False,True,intent agreement + entity overlap (camera) + problem: intent and entity alignment (camera) + ACCEPTED: grounded evidence,apple_001055,apple_id_icloud,True,@AppleSupport Yo I tried calling you about two weeks ago to reset my Apple ID. I can’t use account verification on it because the trusted number is my ex’s. We broke up and not talkin My iCloud has photos of my grandma that just passed and I’m tired of messing with y’all. Wat do,@727895 We're here to help. We recommend contacting our Account Security team for further assistance with your Apple ID:  https://t.co/UJm15vmMM2,1
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,0.1752446499339718,5,0.41315336619326193,0.10017439932438515,0.10017439932438515,0.41315336619326193,0.75,support resource link,False,False,0.65,0.7,intent and entity alignment (camera),['camera'],False,['camera'],False,True,intent agreement + entity overlap (camera) + problem: intent and entity alignment (camera) + ACCEPTED: grounded evidence,apple_048927,apple_id_icloud,True,"@AppleSupport i need help deleting photos off of my iPhone, but not losing the photos in my iCloud.",@186991 Let's see how we can assist. This link has great info on managing the photo storage on your iPhone: https://t.co/j1xchNl9UN,1
87,411144,apple_052455,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,ios_software_update,ios_software_update,0.14770508759396758,1,0.47120244462294913,0.31304366534368105,0.31304366534368105,0.47120244462294913,1.0,troubleshooting guidance + support resource link,True,False,0.5933,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_014231,ios_software_update,True,@AppleSupport please fix this I️ problem,"@663351 Thanks for contacting us, this issue was resolved with the software update. Please visit: https://t.co/xXaXeeSRt9",2
87,411144,apple_052455,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,ios_software_update,ios_software_update,0.14770508759396758,2,0.4676263615951665,0.31304366534368105,0.31304366534368105,0.4676263615951665,0.93,troubleshooting guidance + link provided,True,False,0.5863,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_032151,ios_software_update,True,@115858 @AppleSupport @115858 please fix this problem ——&gt; I️ I️ I️ I️ I️ I️ I️ #mehoyminoy,@528853 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2
